No,Q1,Q2,Q3,Q4,Q5,Q6,TD(s),SL
2166,1,0,1,1,0,1,4.9,2
2167,1,0,1,1,1,0,4.9,2
2168,1,1,0,0,1,1,4.9,2
2169,1,1,0,1,0,1,4.9,2
2170,1,1,0,1,1,0,4.9,2
2171,1,1,1,0,0,1,4.9,2
2172,1,1,1,0,1,0,4.9,2
2173,1,1,1,1,0,0,4.9,2
2174,0,0,1,1,1,1,5,2
2175,0,1,0,1,1,1,5,2
2176,0,1,1,0,1,1,5,2
2177,0,1,1,1,0,1,5,2
2178,0,1,1,1,1,0,5,2
2179,1,0,0,1,1,1,5,2
2180,1,0,1,0,1,1,5,2
2181,1,0,1,1,0,1,5,2
2182,1,0,1,1,1,0,5,2
2183,1,1,0,0,1,1,5,2
2184,1,1,0,1,0,1,5,2
2185,1,1,0,1,1,0,5,2
2186,1,1,1,0,0,1,5,2
2187,1,1,1,0,1,0,5,2
2188,1,1,1,1,0,0,5,2
2189,0,0,1,1,1,1,6,2
2190,0,1,0,1,1,1,6,2
2191,0,1,1,0,1,1,6,2
2192,0,1,1,1,0,1,6,2
2193,0,1,1,1,1,0,6,2
2194,1,0,0,1,1,1,6,2
2195,1,0,1,0,1,1,6,2
2196,1,0,1,1,0,1,6,2
2197,1,0,1,1,1,0,6,2
2198,1,1,0,0,1,1,6,2
2199,1,1,0,1,0,1,6,2
2200,1,1,0,1,1,0,6,2
2201,1,1,1,0,0,1,6,2
2202,1,1,1,0,1,0,6,2
2203,1,1,1,1,0,0,6,2
2204,0,0,1,1,1,1,7,2
2205,0,1,0,1,1,1,7,2
2206,0,1,1,0,1,1,7,2
2207,0,1,1,1,0,1,7,2
2208,0,1,1,1,1,0,7,2
2209,1,0,0,1,1,1,7,2
2210,1,0,1,0,1,1,7,2
2211,1,0,1,1,0,1,7,2
2212,1,0,1,1,1,0,7,2
2213,1,1,0,0,1,1,7,2
2214,1,1,0,1,0,1,7,2
2215,1,1,0,1,1,0,7,2
2216,1,1,1,0,0,1,7,2
2217,1,1,1,0,1,0,7,2
2218,1,1,1,1,0,0,7,2
2219,0,0,1,1,1,1,8,2
2220,0,1,0,1,1,1,8,2
2221,0,1,1,0,1,1,8,2
2222,0,1,1,1,0,1,8,2
2223,0,1,1,1,1,0,8,2
2224,1,0,0,1,1,1,8,2
2225,1,0,1,0,1,1,8,2
2226,1,0,1,1,0,1,8,2
2227,1,0,1,1,1,0,8,2
2228,1,1,0,0,1,1,8,2
2229,1,1,0,1,0,1,8,2
2230,1,1,0,1,1,0,8,2
2231,1,1,1,0,0,1,8,2
2232,1,1,1,0,1,0,8,2
2233,1,1,1,1,0,0,8,2
2234,0,0,1,1,1,1,9,2
2235,0,1,0,1,1,1,9,2
2236,0,1,1,0,1,1,9,2
2237,0,1,1,1,0,1,9,2
2238,0,1,1,1,1,0,9,2
2239,1,0,0,1,1,1,9,2
2240,1,0,1,0,1,1,9,2
2241,1,0,1,1,0,1,9,2
2242,1,0,1,1,1,0,9,2
2243,1,1,0,0,1,1,9,2
2244,1,1,0,1,0,1,9,2
2245,1,1,0,1,1,0,9,2
2246,1,1,1,0,0,1,9,2
2247,1,1,1,0,1,0,9,2
2248,1,1,1,1,0,0,9,2
2249,0,0,1,1,1,1,10,2
2250,0,1,0,1,1,1,10,2
2251,0,1,1,0,1,1,10,2
2252,0,1,1,1,0,1,10,2
2253,0,1,1,1,1,0,10,2
2254,1,0,0,1,1,1,10,2
2255,1,0,1,0,1,1,10,2
2256,1,0,1,1,0,1,10,2
2257,1,0,1,1,1,0,10,2
2258,1,1,0,0,1,1,10,2
2259,1,1,0,1,0,1,10,2
2260,1,1,0,1,1,0,10,2
2261,1,1,1,0,0,1,10,2
2262,1,1,1,0,1,0,10,2
2263,1,1,1,1,0,0,10,2
2264,0,0,1,1,1,1,11,2
2265,0,1,0,1,1,1,11,2
2266,0,1,1,0,1,1,11,2
2267,0,1,1,1,0,1,11,2
2268,0,1,1,1,1,0,11,2
2269,1,0,0,1,1,1,11,2
2270,1,0,1,0,1,1,11,2
2271,1,0,1,1,0,1,11,2
2272,1,0,1,1,1,0,11,2
2273,1,1,0,0,1,1,11,2
2274,1,1,0,1,0,1,11,2
2275,1,1,0,1,1,0,11,2
2276,1,1,1,0,0,1,11,2
2277,1,1,1,0,1,0,11,2
2278,1,1,1,1,0,0,11,2
2279,0,0,1,1,1,1,12,2
2280,0,1,0,1,1,1,12,2
2281,0,1,1,0,1,1,12,2
2282,0,1,1,1,0,1,12,2
2283,0,1,1,1,1,0,12,2
2284,1,0,0,1,1,1,12,2
2285,1,0,1,0,1,1,12,2
2286,1,0,1,1,0,1,12,2
2287,1,0,1,1,1,0,12,2
2288,1,1,0,0,1,1,12,2
2289,1,1,0,1,0,1,12,2
2290,1,1,0,1,1,0,12,2
2291,1,1,1,0,0,1,12,2
2292,1,1,1,0,1,0,12,2
2293,1,1,1,1,0,0,12,2
2294,0,0,1,1,1,1,13,2
2295,0,1,0,1,1,1,13,2
2296,0,1,1,0,1,1,13,2
2297,0,1,1,1,0,1,13,2
2298,0,1,1,1,1,0,13,2
2299,1,0,0,1,1,1,13,2
2300,1,0,1,0,1,1,13,2
2301,1,0,1,1,0,1,13,2
2302,1,0,1,1,1,0,13,2
2303,1,1,0,0,1,1,13,2
2304,1,1,0,1,0,1,13,2
2305,1,1,0,1,1,0,13,2
2306,1,1,1,0,0,1,13,2
2307,1,1,1,0,1,0,13,2
2308,1,1,1,1,0,0,13,2
2309,0,0,1,1,1,1,14,2
2310,0,1,0,1,1,1,14,2
2311,0,1,1,0,1,1,14,2
2312,0,1,1,1,0,1,14,2
2313,0,1,1,1,1,0,14,2
2314,1,0,0,1,1,1,14,2
2315,1,0,1,0,1,1,14,2
2316,1,0,1,1,0,1,14,2
2317,1,0,1,1,1,0,14,2
2318,1,1,0,0,1,1,14,2
2319,1,1,0,1,0,1,14,2
2320,1,1,0,1,1,0,14,2
2321,1,1,1,0,0,1,14,2
2322,1,1,1,0,1,0,14,2
2323,1,1,1,1,0,0,14,2
2324,1,1,1,1,1,1,6,1
2325,1,1,1,1,1,0,6,1
2326,1,1,1,1,0,1,6,1
2327,1,1,1,0,1,1,6,1
2328,1,1,0,1,1,1,6,1
2329,1,0,1,1,1,1,6,1
2330,0,1,1,1,1,1,6,1
2331,1,1,1,1,1,1,7,1
2332,1,1,1,1,1,0,7,1
2333,1,1,1,1,0,1,7,1
2334,1,1,1,0,1,1,7,1
2335,1,1,0,1,1,1,7,1
2336,1,0,1,1,1,1,7,1
2337,0,1,1,1,1,1,7,1
2338,1,1,1,1,1,1,8,2
2339,1,1,1,1,1,0,8,2
2340,1,1,1,1,0,1,8,2
2341,1,1,1,0,1,1,8,2
2342,1,1,0,1,1,1,8,2
2343,1,0,1,1,1,1,8,2
2344,0,1,1,1,1,1,8,2
2345,1,1,1,1,1,1,9,2
2346,1,1,1,1,1,0,9,2
2347,1,1,1,1,0,1,9,2
2348,1,1,1,0,1,1,9,2
2349,1,1,0,1,1,1,9,2
2350,1,0,1,1,1,1,9,2
2351,0,1,1,1,1,1,9,2
2352,1,1,1,1,1,1,10,2
2353,1,1,1,1,1,0,10,2
2354,1,1,1,1,0,1,10,2
2355,1,1,1,0,1,1,10,2
2356,1,1,0,1,1,1,10,2
2357,1,0,1,1,1,1,10,2
2358,0,1,1,1,1,1,10,2
2359,1,1,1,1,1,1,11,2
2360,1,1,1,1,1,0,11,2
2361,1,1,1,1,0,1,11,2
2362,1,1,1,0,1,1,11,2
2363,1,1,0,1,1,1,11,2
2364,1,0,1,1,1,1,11,2
2365,0,1,1,1,1,1,11,2
2366,1,1,1,1,1,1,12,2
2367,1,1,1,1,1,0,12,2
2368,1,1,1,1,0,1,12,2
2369,1,1,1,0,1,1,12,2
2370,1,1,0,1,1,1,12,2
2371,1,0,1,1,1,1,12,2
2372,0,1,1,1,1,1,12,2
2373,1,1,1,1,1,1,13,2
2374,1,1,1,1,1,0,13,2
2375,1,1,1,1,0,1,13,2
2376,1,1,1,0,1,1,13,2
2377,1,1,0,1,1,1,13,2
2378,1,0,1,1,1,1,13,2
2379,0,1,1,1,1,1,13,2
2380,1,1,1,1,1,1,14,2
2381,1,1,1,1,1,0,14,2
2382,1,1,1,1,0,1,14,2
2383,1,1,1,0,1,1,14,2
2384,1,1,0,1,1,1,14,2
2385,1,0,1,1,1,1,14,2
2386,0,1,1,1,1,1,14,2
2387,1,1,1,1,1,1,15,2
2388,1,1,1,1,1,0,15,2
2389,1,1,1,1,0,1,15,2
2390,1,1,1,0,1,1,15,2
2391,1,1,0,1,1,1,15,2
2392,1,0,1,1,1,1,15,2
2393,0,1,1,1,1,1,15,2
2394,1,1,1,1,1,1,16,2
2395,1,1,1,1,1,0,16,2
2396,1,1,1,1,0,1,16,2
2397,1,1,1,0,1,1,16,2
2398,1,1,0,1,1,1,16,2
2399,1,0,1,1,1,1,16,2
2400,0,1,1,1,1,1,16,2
2401,1,1,1,1,1,1,17,2
2402,1,1,1,1,1,0,17,2
2403,1,1,1,1,0,1,17,2
2404,1,1,1,0,1,1,17,2
2405,1,1,0,1,1,1,17,2
2406,1,0,1,1,1,1,17,2
2407,0,1,1,1,1,1,17,2
2408,1,1,1,1,1,1,18,2
2409,1,1,1,1,1,0,18,2
2410,1,1,1,1,0,1,18,2
2411,1,1,1,0,1,1,18,2
2412,1,1,0,1,1,1,18,2
2413,1,0,1,1,1,1,18,2
2414,0,1,1,1,1,1,18,2
2415,1,1,1,1,1,1,0.8,1
2416,1,1,1,1,1,0,0.8,1
2417,1,1,1,1,0,1,0.8,1
2418,1,1,1,0,1,1,0.8,1
2419,1,1,0,1,1,1,0.8,1
2420,1,0,1,1,1,1,0.8,1
2421,0,1,1,1,1,1,0.8,1
2422,1,1,1,1,1,1,0.9,1
2423,1,1,1,1,1,0,0.9,1
2424,1,1,1,1,0,1,0.9,1
2425,1,1,1,0,1,1,0.9,1
2426,1,1,0,1,1,1,0.9,1
2427,1,0,1,1,1,1,0.9,1
2428,0,1,1,1,1,1,0.9,1
2429,1,1,1,1,1,1,1,1
2430,1,1,1,1,1,0,1,1
2431,1,1,1,1,0,1,1,1
2432,1,1,1,0,1,1,1,1
2433,1,1,0,1,1,1,1,1
2434,1,0,1,1,1,1,1,1
2435,0,1,1,1,1,1,1,1
2436,1,1,1,1,1,1,1.1,1
2437,1,1,1,1,1,0,1.1,1
2438,1,1,1,1,0,1,1.1,1
2439,1,1,1,0,1,1,1.1,1
2440,1,1,0,1,1,1,1.1,1
2441,1,0,1,1,1,1,1.1,1
2442,0,1,1,1,1,1,1.1,1
2443,1,1,1,1,1,1,1.2,1
2444,1,1,1,1,1,0,1.2,1
2445,1,1,1,1,0,1,1.2,1
2446,1,1,1,0,1,1,1.2,1
2447,1,1,0,1,1,1,1.2,1
2448,1,0,1,1,1,1,1.2,1
2449,0,1,1,1,1,1,1.2,1
2450,1,1,1,1,1,1,1.3,1
2451,1,1,1,1,1,0,1.3,1
2452,1,1,1,1,0,1,1.3,1
2453,1,1,1,0,1,1,1.3,1
2454,1,1,0,1,1,1,1.3,1
2455,1,0,1,1,1,1,1.3,1
2456,0,1,1,1,1,1,1.3,1
2457,1,1,1,1,1,1,1.4,1
2458,1,1,1,1,1,0,1.4,1
2459,1,1,1,1,0,1,1.4,1
2460,1,1,1,0,1,1,1.4,1
2461,1,1,0,1,1,1,1.4,1
2462,1,0,1,1,1,1,1.4,1
2463,0,1,1,1,1,1,1.4,1
2464,1,1,1,1,1,1,1.5,1
2465,1,1,1,1,1,0,1.5,1
2466,1,1,1,1,0,1,1.5,1
2467,1,1,1,0,1,1,1.5,1
2468,1,1,0,1,1,1,1.5,1
2469,1,0,1,1,1,1,1.5,1
2470,0,1,1,1,1,1,1.5,1
2471,1,1,1,1,1,1,1.6,1
2472,1,1,1,1,1,0,1.6,1
2473,1,1,1,1,0,1,1.6,1
2474,1,1,1,0,1,1,1.6,1
2475,1,1,0,1,1,1,1.6,1
2476,1,0,1,1,1,1,1.6,1
2477,0,1,1,1,1,1,1.6,1
2478,1,1,1,1,1,1,1.7,1
2479,1,1,1,1,1,0,1.7,1
2480,1,1,1,1,0,1,1.7,1
2481,1,1,1,0,1,1,1.7,1
2482,1,1,0,1,1,1,1.7,1
2483,1,0,1,1,1,1,1.7,1
2484,0,1,1,1,1,1,1.8,1
2485,1,1,1,1,1,1,1.8,1
2486,1,1,1,1,1,0,1.8,1
2487,1,1,1,1,0,1,1.8,1
2488,1,1,1,0,1,1,1.8,1
2489,1,1,0,1,1,1,1.8,1
2490,1,0,1,1,1,1,1.8,1
2491,0,1,1,1,1,1,1.8,1
2492,1,1,1,1,1,1,1.9,1
2493,1,1,1,1,1,0,1.9,1
2494,1,1,1,1,0,1,1.9,1
2495,1,1,1,0,1,1,1.9,1
2496,1,1,0,1,1,1,1.9,1
2497,1,0,1,1,1,1,1.9,1
2498,0,1,1,1,1,1,1.9,1
2499,1,1,1,1,1,1,2,1
2500,1,1,1,1,1,0,2,1
2501,1,1,1,1,0,1,2,1
2502,1,1,1,0,1,1,2,1
2503,1,1,0,1,1,1,2,1
2504,1,0,1,1,1,1,2,1
2505,0,1,1,1,1,1,2,1
2506,1,1,1,1,1,1,2.1,1
2507,1,1,1,1,1,0,2.1,1
2508,1,1,1,1,0,1,2.1,1
2509,1,1,1,0,1,1,2.1,1
2510,1,1,0,1,1,1,2.1,1
2511,1,0,1,1,1,1,2.1,1
2512,0,1,1,1,1,1,2.1,1
2513,1,1,1,1,1,1,2.2,1
2514,1,1,1,1,1,0,2.2,1
2515,1,1,1,1,0,1,2.2,1
2516,1,1,1,0,1,1,2.2,1
2517,1,1,0,1,1,1,2.2,1
2518,1,0,1,1,1,1,2.2,1
2519,0,1,1,1,1,1,2.2,1
2520,1,1,1,1,1,1,2.3,1
2521,1,1,1,1,1,0,2.3,1
2522,1,1,1,1,0,1,2.3,1
2523,1,1,1,0,1,1,2.3,1
2524,1,1,0,1,1,1,2.3,1
2525,1,0,1,1,1,1,2.3,1
2526,0,1,1,1,1,1,2.3,1
2527,1,1,1,1,1,1,2.4,1
2528,1,1,1,1,1,0,2.4,1
2529,1,1,1,1,0,1,2.4,1
2530,1,1,1,0,1,1,2.4,1
2531,1,1,0,1,1,1,2.4,1
2532,1,0,1,1,1,1,2.4,1
2533,0,1,1,1,1,1,2.4,1
2534,1,1,1,1,1,1,2.5,1
2535,1,1,1,1,1,0,2.5,1
2536,1,1,1,1,0,1,2.5,1
2537,1,1,1,0,1,1,2.5,1
2538,1,1,0,1,1,1,2.5,1
2539,1,0,1,1,1,1,2.5,1
2540,0,1,1,1,1,1,2.5,1
2541,1,1,1,1,1,1,2.6,1
2542,1,1,1,1,1,0,2.6,1
2543,1,1,1,1,0,1,2.6,1
2544,1,1,1,0,1,1,2.6,1
2545,1,1,0,1,1,1,2.6,1
2546,1,0,1,1,1,1,2.6,1
2547,0,1,1,1,1,1,2.6,1
2548,1,1,1,1,1,1,2.7,1
2549,1,1,1,1,1,0,2.7,1
2550,1,1,1,1,0,1,2.7,1
2551,1,1,1,0,1,1,2.7,1
2552,1,1,0,1,1,1,2.7,1
2553,1,0,1,1,1,1,2.7,1
2554,0,1,1,1,1,1,2.7,1
2555,1,1,1,1,1,1,2.8,1
2556,1,1,1,1,1,0,2.8,1
2557,1,1,1,1,0,1,2.8,1
2558,1,1,1,0,1,1,2.8,1
2559,1,1,0,1,1,1,2.8,1
2560,1,0,1,1,1,1,2.8,1
2561,0,1,1,1,1,1,2.8,1
2562,1,1,1,1,1,1,2.9,1
2563,1,1,1,1,1,0,2.9,1
2564,1,1,1,1,0,1,2.9,1
2565,1,1,1,0,1,1,2.9,1
2566,1,1,0,1,1,1,2.9,1
2567,1,0,1,1,1,1,2.9,1
2568,0,1,1,1,1,1,2.9,1
2569,1,1,1,1,1,1,3,1
2570,1,1,1,1,1,0,3,1
2571,1,1,1,1,0,1,3,1
2572,1,1,1,0,1,1,3,1
2573,1,1,0,1,1,1,3,1
2574,1,0,1,1,1,1,3,1
2575,0,1,1,1,1,1,3,1
2576,1,1,1,1,1,1,3.1,2
2577,1,1,1,1,1,0,3.1,2
2578,1,1,1,1,0,1,3.1,2
2579,1,1,1,0,1,1,3.1,2
2580,1,1,0,1,1,1,3.1,2
2581,1,0,1,1,1,1,3.1,2
2582,0,1,1,1,1,1,3.1,2
2583,1,1,1,1,1,1,3.2,2
2584,1,1,1,1,1,0,3.2,2
2585,1,1,1,1,0,1,3.2,2
2586,1,1,1,0,1,1,3.2,2
2587,1,1,0,1,1,1,3.2,2
2588,1,0,1,1,1,1,3.2,2
2589,0,1,1,1,1,1,3.2,2
2590,1,1,1,1,1,1,3.3,2
2591,1,1,1,1,1,0,3.3,2
2592,1,1,1,1,0,1,3.3,2
2593,1,1,1,0,1,1,3.3,2
2594,1,1,0,1,1,1,3.3,2
2595,1,0,1,1,1,1,3.3,2
2596,0,1,1,1,1,1,3.3,2
2597,1,1,1,1,1,1,3.4,2
2598,1,1,1,1,1,0,3.4,2
2599,1,1,1,1,0,1,3.4,2
2600,1,1,1,0,1,1,3.4,2
2601,1,1,0,1,1,1,3.4,2
2602,1,0,1,1,1,1,3.4,2
2603,0,1,1,1,1,1,3.4,2
2604,1,1,1,1,1,1,3.5,2
2605,1,1,1,1,1,0,3.5,2
2606,1,1,1,1,0,1,3.5,2
2607,1,1,1,0,1,1,3.5,2
2608,1,1,0,1,1,1,3.5,2
2609,1,0,1,1,1,1,3.5,2
2610,0,1,1,1,1,1,3.5,2
2611,1,1,1,1,1,1,3.6,2
2612,1,1,1,1,1,0,3.6,2
2613,1,1,1,1,0,1,3.6,2
2614,1,1,1,0,1,1,3.6,2
2615,1,1,0,1,1,1,3.6,2
2616,1,0,1,1,1,1,3.6,2
2617,0,1,1,1,1,1,3.6,2
2618,1,1,1,1,1,1,3.7,2
2619,1,1,1,1,1,0,3.7,2
2620,1,1,1,1,0,1,3.7,2
2621,1,1,1,0,1,1,3.7,2
2622,1,1,0,1,1,1,3.7,2
2623,1,0,1,1,1,1,3.7,2
2624,0,1,1,1,1,1,3.7,2
2625,1,1,1,1,1,1,3.8,2
2626,1,1,1,1,1,0,3.8,2
2627,1,1,1,1,0,1,3.8,2
2628,1,1,1,0,1,1,3.8,2
2629,1,1,0,1,1,1,3.8,2
2630,1,0,1,1,1,1,3.8,2
2631,0,1,1,1,1,1,3.8,2
2632,1,1,1,1,1,1,3.9,2
2633,1,1,1,1,1,0,3.9,2
2634,1,1,1,1,0,1,3.9,2
2635,1,1,1,0,1,1,3.9,2
2636,1,1,0,1,1,1,3.9,2
2637,1,0,1,1,1,1,3.9,2
2638,0,1,1,1,1,1,3.9,2
2639,1,1,1,1,1,1,4,2
2640,1,1,1,1,1,0,4,2
2641,1,1,1,1,0,1,4,2
2642,1,1,1,0,1,1,4,2
2643,1,1,0,1,1,1,4,2
2644,1,0,1,1,1,1,4,2
2645,0,1,1,1,1,1,4,2
2646,1,1,1,1,1,1,4.1,2
2647,1,1,1,1,1,0,4.1,2
2648,1,1,1,1,0,1,4.1,2
2649,1,1,1,0,1,1,4.1,2
2650,1,1,0,1,1,1,4.1,2
2651,1,0,1,1,1,1,4.1,2
2652,0,1,1,1,1,1,4.1,2
2653,1,1,1,1,1,1,4.2,2
2654,1,1,1,1,1,0,4.2,2
2655,1,1,1,1,0,1,4.2,2
2656,1,1,1,0,1,1,4.2,2
2657,1,1,0,1,1,1,4.2,2
2658,1,0,1,1,1,1,4.2,2
2659,0,1,1,1,1,1,4.2,2
2660,1,1,1,1,1,1,4.3,2
2661,1,1,1,1,1,0,4.3,2
2662,1,1,1,1,0,1,4.3,2
2663,1,1,1,0,1,1,4.3,2
2664,1,1,0,1,1,1,4.3,2
2665,1,0,1,1,1,1,4.3,2
2666,0,1,1,1,1,1,4.3,2
2667,1,1,1,1,1,1,4.4,2
2668,1,1,1,1,1,0,4.4,2
2669,1,1,1,1,0,1,4.4,2
2670,1,1,1,0,1,1,4.4,2
2671,1,1,0,1,1,1,4.4,2
2672,1,0,1,1,1,1,4.4,2
2673,0,1,1,1,1,1,4.4,2
2674,1,1,1,1,1,1,4.5,2
2675,1,1,1,1,1,0,4.5,2
2676,1,1,1,1,0,1,4.5,2
2677,1,1,1,0,1,1,4.5,2
2678,1,1,0,1,1,1,4.5,2
2679,1,0,1,1,1,1,4.5,2
2680,0,1,1,1,1,1,4.5,2
2681,1,1,1,1,1,1,4.6,2
2682,1,1,1,1,1,0,4.6,2
2683,1,1,1,1,0,1,4.6,2
2684,1,1,1,0,1,1,4.6,2
2685,1,1,0,1,1,1,4.6,2
2686,1,0,1,1,1,1,4.6,2
2687,0,1,1,1,1,1,4.6,2
2688,1,1,1,1,1,1,4.7,2
2689,1,1,1,1,1,0,4.7,2
2690,1,1,1,1,0,1,4.7,2
2691,1,1,1,0,1,1,4.7,2
2692,1,1,0,1,1,1,4.7,2
2693,1,0,1,1,1,1,4.7,2
2694,0,1,1,1,1,1,4.7,2
2695,1,1,1,1,1,1,4.8,2
2696,1,1,1,1,1,0,4.8,2
2697,1,1,1,1,0,1,4.8,2
2698,1,1,1,0,1,1,4.8,2
2699,1,1,0,1,1,1,4.8,2
2700,1,0,1,1,1,1,4.8,2
2701,0,1,1,1,1,1,4.8,2
2702,1,1,1,1,1,1,4.9,2
2703,1,1,1,1,1,0,4.9,2
2704,1,1,1,1,0,1,4.9,2
2705,1,1,1,0,1,1,4.9,2
2706,1,1,0,1,1,1,4.9,2
2707,1,0,1,1,1,1,4.9,2
2708,0,1,1,1,1,1,4.9,2
2709,1,1,1,1,1,1,5,2
2710,1,1,1,1,1,0,5,2
2711,1,1,1,1,0,1,5,2
2712,1,1,1,0,1,1,5,2
2713,1,1,0,1,1,1,5,2
2714,1,0,1,1,1,1,5,2
2715,0,1,1,1,1,1,5,2
2716,1,1,1,1,1,1,5.1,2
2717,1,1,1,1,1,0,5.1,2
2718,1,1,1,1,0,1,5.1,2
2719,1,1,1,0,1,1,5.1,2
2720,1,1,0,1,1,1,5.1,2
2721,1,0,1,1,1,1,5.1,2
2722,0,1,1,1,1,1,5.1,2
2723,1,1,1,1,1,1,5.2,2
2724,1,1,1,1,1,0,5.2,2
2725,1,1,1,1,0,1,5.2,2
2726,1,1,1,0,1,1,5.2,2
2727,1,1,0,1,1,1,5.2,2
2728,1,0,1,1,1,1,5.2,2
2729,0,1,1,1,1,1,5.2,2
2730,1,1,1,1,1,1,5.3,2
2731,1,1,1,1,1,0,5.3,2
2732,1,1,1,1,0,1,5.3,2
2733,1,1,1,0,1,1,5.3,2
2734,1,1,0,1,1,1,5.3,2
2735,1,0,1,1,1,1,5.3,2
2736,0,1,1,1,1,1,5.3,2
2737,1,1,1,1,1,1,5.4,2
2738,1,1,1,1,1,0,5.4,2
2739,1,1,1,1,0,1,5.4,2
2740,1,1,1,0,1,1,5.4,2
2741,1,1,0,1,1,1,5.4,2
2742,1,0,1,1,1,1,5.4,2
2743,0,1,1,1,1,1,5.4,2
2744,1,1,1,1,1,1,5.5,2
2745,1,1,1,1,1,0,5.5,2
2746,1,1,1,1,0,1,5.5,2
2747,1,1,1,0,1,1,5.5,2
2748,1,1,0,1,1,1,5.5,2
2749,1,0,1,1,1,1,5.5,2
2750,0,1,1,1,1,1,5.5,2
2751,0,0,1,1,1,1,0.8,2
2752,0,1,0,1,1,1,0.8,2
2753,0,1,1,0,1,1,0.8,2
2754,0,1,1,1,0,1,0.8,2
2755,0,1,1,1,1,0,0.8,2
2756,1,0,0,1,1,1,0.8,2
2757,1,0,1,0,1,1,0.8,2
2758,1,0,1,1,0,1,0.8,2
2759,1,0,1,1,1,0,0.8,2
2760,1,1,0,0,1,1,0.8,2
2761,1,1,0,1,0,1,0.8,2
2762,1,1,0,1,1,0,0.8,2
2763,1,1,1,0,0,1,0.8,2
2764,1,1,1,0,1,0,0.8,2
2765,1,1,1,1,0,0,0.8,2
2766,0,0,1,1,1,1,0.9,2
2767,0,1,0,1,1,1,0.9,2
2768,0,1,1,0,1,1,0.9,2
2769,0,1,1,1,0,1,0.9,2
2770,0,1,1,1,1,0,0.9,2
2771,1,0,0,1,1,1,0.9,2
2772,1,0,1,0,1,1,0.9,2
2773,1,0,1,1,0,1,0.9,2
2774,1,0,1,1,1,0,0.9,2
2775,1,1,0,0,1,1,0.9,2
2776,1,1,0,1,0,1,0.9,2
2777,1,1,0,1,1,0,0.9,2
2778,1,1,1,0,0,1,0.9,2
2779,1,1,1,0,1,0,0.9,2
2780,1,1,1,1,0,0,0.9,2
2781,0,0,1,1,1,1,1,2
2782,0,1,0,1,1,1,1,2
2783,0,1,1,0,1,1,1,2
2784,0,1,1,1,0,1,1,2
2785,0,1,1,1,1,0,1,2
2786,1,0,0,1,1,1,1,2
2787,1,0,1,0,1,1,1,2
2788,1,0,1,1,0,1,1,2
2789,1,0,1,1,1,0,1,2
2790,1,1,0,0,1,1,1,2
2791,1,1,0,1,0,1,1,2
2792,1,1,0,1,1,0,1,2
2793,1,1,1,0,0,1,1,2
2794,1,1,1,0,1,0,1,2
2795,1,1,1,1,0,0,1,2
2796,0,0,1,1,1,1,1.1,2
2797,0,1,0,1,1,1,1.1,2
2798,0,1,1,0,1,1,1.1,2
2799,0,1,1,1,0,1,1.1,2
2800,0,1,1,1,1,0,1.1,2
2801,1,0,0,1,1,1,1.1,2
2802,1,0,1,0,1,1,1.1,2
2803,1,0,1,1,0,1,1.1,2
2804,1,0,1,1,1,0,1.1,2
2805,1,1,0,0,1,1,1.1,2
2806,1,1,0,1,0,1,1.1,2
2807,1,1,0,1,1,0,1.1,2
2808,1,1,1,0,0,1,1.1,2
2809,1,1,1,0,1,0,1.1,2
2810,1,1,1,1,0,0,1.1,2
2811,0,0,1,1,1,1,1.2,2
2812,0,1,0,1,1,1,1.2,2
2813,0,1,1,0,1,1,1.2,2
2814,0,1,1,1,0,1,1.2,2
2815,0,1,1,1,1,0,1.2,2
2816,1,0,0,1,1,1,1.2,2
2817,1,0,1,0,1,1,1.2,2
2818,1,0,1,1,0,1,1.2,2
2819,1,0,1,1,1,0,1.2,2
2820,1,1,0,0,1,1,1.2,2
2821,1,1,0,1,0,1,1.2,2
2822,1,1,0,1,1,0,1.2,2
2823,1,1,1,0,0,1,1.2,2
2824,1,1,1,0,1,0,1.2,2
2825,1,1,1,1,0,0,1.2,2
2826,0,0,1,1,1,1,1.3,2
2827,0,1,0,1,1,1,1.3,2
2828,0,1,1,0,1,1,1.3,2
2829,0,1,1,1,0,1,1.3,2
2830,0,1,1,1,1,0,1.3,2
2831,1,0,0,1,1,1,1.3,2
2832,1,0,1,0,1,1,1.3,2
2833,1,0,1,1,0,1,1.3,2
2834,1,0,1,1,1,0,1.3,2
2835,1,1,0,0,1,1,1.3,2
2836,1,1,0,1,0,1,1.3,2
2837,1,1,0,1,1,0,1.3,2
2838,1,1,1,0,0,1,1.3,2
2839,1,1,1,0,1,0,1.3,2
2840,1,1,1,1,0,0,1.3,2
2841,0,0,1,1,1,1,2,2
2842,0,1,0,1,1,1,1.4,2
2843,0,1,1,0,1,1,1.4,2
2844,0,1,1,1,0,1,1.4,2
2845,0,1,1,1,1,0,1.4,2
2846,1,0,0,1,1,1,1.4,2
2847,1,0,1,0,1,1,1.4,2
2848,1,0,1,1,0,1,1.4,2
2849,1,0,1,1,1,0,1.4,2
2850,1,1,0,0,1,1,1.4,2
2851,1,1,0,1,0,1,1.4,2
2852,1,1,0,1,1,0,1.4,2
2853,1,1,1,0,0,1,1.4,2
2854,1,1,1,0,1,0,1.4,2
2855,1,1,1,1,0,0,1.4,2
2856,0,0,1,1,1,1,1.5,2
2857,0,1,0,1,1,1,1.5,2
